commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 56.67
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Tomato Small(Tunnel),KG,Rs 10.00,Rs 15.00,Rs 12.50
Tomato Small(Indian),KG,Rs 20.00,Rs 25.00,Rs 22.50
Tomato Small(Terai),KG,Rs 20.00,Rs 25.00,Rs 22.50
Potato Red,KG,Rs 30.00,Rs 32.00,Rs 30.80
Potato Red(Indian),KG,Rs 25.00,Rs 26.00,Rs 25.60
Potato White,KG,Rs 20.00,Rs 22.00,Rs 21.00
Onion Dry (Indian),KG,Rs 40.00,Rs 42.00,Rs 41.00
Carrot(Local),KG,Rs 25.00,Rs 30.00,Rs 28.00
Carrot(Terai),KG,Rs 15.00,Rs 22.00,Rs 19.25
Cabbage(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage(Terai),KG,Rs 15.00,Rs 20.00,Rs 17.50
Cabbage,KG,Rs 15.00,Rs 20.00,Rs 17.00
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Terai,KG,Rs 40.00,Rs 45.00,Rs 43.00
Raddish Red,KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.33
Brinjal Long,KG,Rs 60.00,Rs 70.00,Rs 65.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Rajma),KG,Rs 80.00,Rs 90.00,Rs 86.00
Sword Bean,KG,Rs 50.00,Rs 60.00,Rs 56.00
Bitter Gourd,KG,Rs 100.00,Rs 110.00,Rs 105.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),KG,Rs 25.00,Rs 30.00,Rs 27.50
Squash(Round),KG,Rs 25.00,Rs 30.00,Rs 27.50
Turnip,KG,Rs 50.00,Rs 60.00,Rs 55.00
Okara,KG,Rs 160.00,Rs 180.00,Rs 170.00
Sweet Potato,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 50.00,Rs 60.00,Rs 56.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 40.00,Rs 45.00,Rs 42.50
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 56.00
Spinach Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cress Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Fenugreek Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Onion Green,KG,Rs 120.00,Rs 130.00,Rs 125.00
Bakula,KG,Rs 60.00,Rs 70.00,Rs 66.67
Yam,KG,Rs 60.00,Rs 70.00,Rs 66.00
Mushroom(Kanya),KG,Rs 150.00,Rs 180.00,Rs 164.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 325.00
Brocauli,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 250.00,Rs 300.00,Rs 275.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 76.67
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 56.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 250.00,Rs 300.00,Rs 283.33
Parseley,KG,Rs 350.00,Rs 400.00,Rs 383.33
Fennel Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mint,KG,Rs 400.00,Rs 500.00,Rs 450.00
Turnip A,KG,Rs 60.00,Rs 70.00,Rs 66.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.00
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Jholey),KG,Rs 250.00,Rs 280.00,Rs 265.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 120.00,Rs 130.00,Rs 123.33
Lime,KG,Rs 120.00,Rs 130.00,Rs 126.00
Pomegranate,KG,Rs 300.00,Rs 350.00,Rs 325.00
Grapes(Green),KG,Rs 180.00,Rs 200.00,Rs 190.00
Grapes(Black),KG,Rs 300.00,Rs 320.00,Rs 310.00
Orange(Nepali),KG,Rs 125.00,Rs 150.00,Rs 137.50
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Orange,KG,Rs 150.00,Rs 180.00,Rs 170.00
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 240.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 80.00,Rs 90.00,Rs 86.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
Jack Fruit,KG,Rs 100.00,Rs 110.00,Rs 105.00
Lemon,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Guava,KG,Rs 120.00,Rs 150.00,Rs 140.00
Mombin,KG,Rs 170.00,Rs 180.00,Rs 176.67
Sugarcane,Per Piece,Rs 80.00,Rs 90.00,Rs 86.67
Kinnow,KG,Rs 120.00,Rs 140.00,Rs 130.00
Strawberry,KG,Rs 350.00,Rs 450.00,Rs 400.00
Kiwi,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,KG,Rs 300.00,Rs 350.00,Rs 333.33
Amla,KG,Rs 60.00,Rs 70.00,Rs 66.67
Ginger,KG,Rs 70.00,Rs 80.00,Rs 76.00
Chilli Dry,KG,Rs 450.00,Rs 480.00,Rs 470.00
Chilli Green,KG,Rs 80.00,Rs 90.00,Rs 85.00
Chilli Green(Bullet),KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 85.00
Chilli Green(Akbare),KG,Rs 300.00,Rs 350.00,Rs 325.00
Capsicum,KG,Rs 60.00,Rs 70.00,Rs 66.00
Garlic Green,KG,Rs 120.00,Rs 150.00,Rs 136.67
Coriander Green,KG,Rs 80.00,Rs 100.00,Rs 92.00
Garlic Dry Chinese,KG,Rs 180.00,Rs 190.00,Rs 185.00
Garlic Dry Nepali,KG,Rs 80.00,Rs 90.00,Rs 86.67
Fish Fresh(Rahu),KG,Rs 350.00,Rs 380.00,Rs 365.00
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 280.00,Rs 273.33
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 280.00,Rs 263.33
Fish Fresh(Mungari),KG,Rs 260.00,Rs 280.00,Rs 273.33
Tree Tomato,Kg,Rs 130.00,Rs 140.00,Rs 136.67
