commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 65.00,Rs 70.00,Rs 68.00
Tomato Small(Local),KG,Rs 40.00,Rs 45.00,Rs 43.00
Tomato Small(Tunnel),KG,Rs 52.00,Rs 62.00,Rs 57.00
Potato Red,KG,Rs 70.00,Rs 80.00,Rs 75.00
Potato Red(Indian),KG,Rs 64.00,Rs 66.00,Rs 65.00
Potato White,KG,Rs 60.00,Rs 65.00,Rs 63.00
Onion Dry (Indian),KG,Rs 118.00,Rs 120.00,Rs 119.00
Onion Dry (Chinese),KG,Rs 65.00,Rs 70.00,Rs 68.00
Carrot(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 54.00
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Local),KG,Rs 28.00,Rs 32.00,Rs 30.00
Raddish White(Hybrid),KG,Rs 40.00,Rs 45.00,Rs 43.00
Brinjal Long,KG,Rs 25.00,Rs 30.00,Rs 27.00
Brinjal Round,KG,Rs 40.00,Rs 45.00,Rs 43.00
Cow pea(Long),KG,Rs 90.00,Rs 100.00,Rs 95.00
Cowpea(Short),KG,Rs 55.00,Rs 60.00,Rs 58.00
French Bean(Local),KG,Rs 30.00,Rs 35.00,Rs 33.00
French Bean(Hybrid),KG,Rs 45.00,Rs 50.00,Rs 48.00
Bitter Gourd,KG,Rs 80.00,Rs 90.00,Rs 85.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 67.00
Pointed Gourd(Terai),KG,Rs 80.00,Rs 90.00,Rs 85.00
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pumpkin,KG,Rs 28.00,Rs 30.00,Rs 29.00
Squash(Long),KG,Rs 55.00,Rs 60.00,Rs 58.00
Squash(Round),KG,Rs 45.00,Rs 50.00,Rs 48.00
Okara,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sweet Potato,KG,Rs 60.00,Rs 70.00,Rs 65.00
Barela,KG,Rs 25.00,Rs 30.00,Rs 27.00
Arum,KG,Rs 55.00,Rs 60.00,Rs 58.00
Christophine,KG,Rs 12.00,Rs 15.00,Rs 14.00
Brd Leaf Mustard,KG,Rs 15.00,Rs 20.00,Rs 18.00
Spinach Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cress Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Mustard Leaf,KG,Rs 45.00,Rs 50.00,Rs 48.00
Fenugreek Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Onion Green,KG,Rs 100.00,Rs 110.00,Rs 105.00
Bakula,KG,Rs 100.00,Rs 110.00,Rs 105.00
Yam,KG,Rs 90.00,Rs 100.00,Rs 95.00
