commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 90.00,Rs 100.00,Rs 95.00
Tomato Small(Local),KG,Rs 25.00,Rs 30.00,Rs 27.50
Tomato Small(Tunnel),KG,Rs 37.00,Rs 47.00,Rs 42.80
Potato Red,KG,Rs 45.00,Rs 48.00,Rs 46.50
Potato Red(Indian),KG,Rs 36.00,Rs 38.00,Rs 37.00
Potato Red(Mude),KG,Rs 38.00,Rs 40.00,Rs 39.33
Potato White,KG,Rs 34.00,Rs 35.00,Rs 34.67
Onion Dry (Indian),KG,Rs 54.00,Rs 56.00,Rs 54.80
Carrot(Local),KG,Rs 100.00,Rs 110.00,Rs 105.00
Cabbage(Local),KG,Rs 10.00,Rs 15.00,Rs 12.50
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cauli Local(Jyapu),KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brinjal Round,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cow pea(Long),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Local),KG,Rs 110.00,Rs 120.00,Rs 115.00
French Bean(Hybrid),KG,Rs 120.00,Rs 130.00,Rs 126.67
French Bean(Rajma),KG,Rs 110.00,Rs 120.00,Rs 115.00
Sword Bean,KG,Rs 140.00,Rs 150.00,Rs 146.67
Soyabean Green,KG,Rs 80.00,Rs 90.00,Rs 86.00
Bitter Gourd,KG,Rs 110.00,Rs 120.00,Rs 115.00
Bottle Gourd,KG,Rs 70.00,Rs 80.00,Rs 76.67
Pointed Gourd(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Pointed Gourd(Terai),KG,Rs 80.00,Rs 90.00,Rs 86.67
Snake Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Smooth Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Sponge Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 40.00,Rs 45.00,Rs 43.33
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 56.67
Okara,KG,Rs 100.00,Rs 120.00,Rs 110.00
Christophine,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brd Leaf Mustard,KG,Rs 80.00,Rs 90.00,Rs 86.67
Spinach Leaf,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Onion Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mushroom(Kanya),KG,Rs 150.00,Rs 180.00,Rs 165.00
Mushroom(Button),KG,Rs 280.00,Rs 320.00,Rs 300.00
Asparagus,KG,Rs 200.00,Rs 250.00,Rs 233.33
Neuro,KG,Rs 90.00,Rs 100.00,Rs 96.67
Brocauli,KG,Rs 60.00,Rs 70.00,Rs 66.67
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 160.00,Rs 180.00,Rs 170.00
Red Cabbbage,KG,Rs 60.00,Rs 70.00,Rs 66.67
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 120.00,Rs 150.00,Rs 140.00
Parseley,KG,Rs 250.00,Rs 280.00,Rs 265.00
Mint,KG,Rs 100.00,Rs 150.00,Rs 125.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 130.00,Rs 140.00,Rs 136.67
Bamboo Shoot,KG,Rs 130.00,Rs 140.00,Rs 135.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 116.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 300.00,Rs 350.00,Rs 325.00
Banana,Per Dozen,Rs 150.00,Rs 160.00,Rs 156.67
Lime,KG,Rs 140.00,Rs 160.00,Rs 150.00
Pomegranate,KG,Rs 400.00,Rs 450.00,Rs 425.00
Mango(Maldah),KG,Rs 90.00,Rs 100.00,Rs 96.67
Water Melon(Green),KG,Rs 80.00,Rs 90.00,Rs 86.67
Sweet Orange,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 70.00,Rs 90.00,Rs 80.00
Cucumber(Hybrid),KG,Rs 40.00,Rs 45.00,Rs 43.33
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pear(Local),KG,Rs 80.00,Rs 90.00,Rs 86.67
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 106.67
Litchi(Local),KG,Rs 140.00,Rs 150.00,Rs 146.67
Kiwi,KG,Rs 800.00,Rs 900.00,Rs 850.00
Avocado,KG,Rs 500.00,Rs 600.00,Rs 550.00
Ginger,KG,Rs 280.00,Rs 320.00,Rs 300.00
Chilli Dry,KG,Rs 450.00,Rs 500.00,Rs 475.00
Chilli Green,KG,Rs 150.00,Rs 160.00,Rs 155.00
Chilli Green(Bullet),KG,Rs 160.00,Rs 180.00,Rs 170.00
Chilli Green(Machhe),KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Green(Akbare),KG,Rs 250.00,Rs 300.00,Rs 275.00
Capsicum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Garlic Green,KG,Rs 80.00,Rs 90.00,Rs 86.67
Coriander Green,KG,Rs 80.00,Rs 100.00,Rs 90.00
Garlic Dry Chinese,KG,Rs 240.00,Rs 250.00,Rs 246.67
Garlic Dry Nepali,KG,Rs 190.00,Rs 200.00,Rs 195.00
Clive Dry,KG,Rs 130.00,Rs 150.00,Rs 140.00
Fish Fresh(Rahu),KG,Rs 315.00,Rs 330.00,Rs 321.67
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),KG,Rs 320.00,Rs 330.00,Rs 326.67
