commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Tomato Small(Local),KG,Rs 50.00,Rs 65.00,Rs 58.33
Tomato Small(Tunnel),KG,Rs 70.00,Rs 105.00,Rs 89.00
Tomato Small(Indian),KG,Rs 60.00,Rs 80.00,Rs 70.00
Potato Red,KG,Rs 70.00,Rs 80.00,Rs 75.00
Potato Red(Indian),KG,Rs 60.00,Rs 70.00,Rs 65.00
Potato White,KG,Rs 58.00,Rs 60.00,Rs 59.00
Onion Dry (Indian),KG,Rs 120.00,Rs 125.00,Rs 122.33
Carrot(Local),KG,Rs 140.00,Rs 150.00,Rs 145.00
Carrot(Terai),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cabbage(Local),KG,Rs 55.00,Rs 60.00,Rs 57.67
Cabbage(Terai),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cauli Terai,KG,Rs 80.00,Rs 90.00,Rs 85.00
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 140.00,Rs 150.00,Rs 145.00
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 150.00,Rs 160.00,Rs 155.00
French Bean(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Hybrid),KG,Rs 90.00,Rs 100.00,Rs 95.00
French Bean(Rajma),KG,Rs 100.00,Rs 120.00,Rs 110.00
Sword Bean,KG,Rs 80.00,Rs 90.00,Rs 85.00
Bitter Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Terai),KG,Rs 60.00,Rs 70.00,Rs 65.00
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 70.00,Rs 80.00,Rs 75.00
Barela,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 15.00,Rs 20.00,Rs 17.67
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 55.00
Spinach Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cress Leaf,KG,Rs 100.00,Rs 150.00,Rs 123.33
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fenugreek Leaf,KG,Rs 100.00,Rs 150.00,Rs 123.33
Onion Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Yam,KG,Rs 80.00,Rs 100.00,Rs 88.33
Mushroom(Kanya),KG,Rs 230.00,Rs 250.00,Rs 240.00
Mushroom(Button),KG,Rs 250.00,Rs 300.00,Rs 276.67
Asparagus,KG,Rs 900.00,"Rs 1,100.00","Rs 1,000.00"
Brocauli,KG,Rs 140.00,Rs 150.00,Rs 145.00
Sugarbeet,KG,Rs 100.00,Rs 120.00,Rs 110.00
Red Cabbbage,KG,Rs 70.00,Rs 90.00,Rs 80.00
Lettuce,KG,Rs 90.00,Rs 100.00,Rs 95.00
Celery,KG,Rs 500.00,Rs 600.00,Rs 550.00
Parseley,KG,"Rs 1,500.00","Rs 1,800.00","Rs 1,666.67"
Mint,KG,Rs 600.00,Rs 700.00,Rs 650.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 160.00,Rs 150.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Jholey),KG,Rs 240.00,Rs 260.00,Rs 250.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 150.00,Rs 170.00,Rs 160.00
Lime,KG,Rs 140.00,Rs 160.00,Rs 150.00
Pomegranate,KG,Rs 450.00,Rs 480.00,Rs 463.33
Grapes(Black),KG,Rs 380.00,Rs 400.00,Rs 390.00
Orange(Nepali),KG,Rs 90.00,Rs 110.00,Rs 100.00
Orange(Indian),KG,Rs 100.00,Rs 120.00,Rs 110.00
Water Melon(Green),KG,Rs 80.00,Rs 100.00,Rs 90.00
Sweet Orange,KG,Rs 150.00,Rs 160.00,Rs 155.00
Mandarin,KG,Rs 300.00,Rs 350.00,Rs 326.67
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
""
