commodities,unit,minimum,maximum,average
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 120.00,Rs 150.00,Rs 135.00
Bauhania flower,KG,Rs 120.00,Rs 150.00,Rs 135.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 75.00
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 56.67
Knolkhol,KG,Rs 60.00,Rs 70.00,Rs 66.67
Celery,KG,Rs 120.00,Rs 150.00,Rs 135.00
Parseley,KG,Rs 250.00,Rs 300.00,Rs 283.33
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mint,KG,Rs 250.00,Rs 300.00,Rs 275.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 283.33
Apple(Jholey),KG,Rs 200.00,Rs 220.00,Rs 213.33
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 140.00,Rs 150.00,Rs 146.67
Lime,KG,Rs 250.00,Rs 280.00,Rs 270.00
Pomegranate,KG,Rs 250.00,Rs 300.00,Rs 275.00
Grapes(Green),KG,Rs 120.00,Rs 150.00,Rs 137.50
Grapes(Black),KG,Rs 200.00,Rs 220.00,Rs 213.33
Orange(Indian),KG,Rs 130.00,Rs 150.00,Rs 140.00
Water Melon(Green),KG,Rs 40.00,Rs 45.00,Rs 43.33
Sweet Orange,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mandarin,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 55.00,Rs 70.00,Rs 60.00
Cucumber(Hybrid),KG,Rs 35.00,Rs 45.00,Rs 40.00
Jack Fruit,KG,Rs 110.00,Rs 120.00,Rs 116.67
Lemon,KG,Rs 80.00,Rs 90.00,Rs 85.00
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Guava,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mombin,KG,Rs 350.00,Rs 380.00,Rs 365.00
Sugarcane,Per Piece,Rs 120.00,Rs 130.00,Rs 125.00
Kinnow,KG,Rs 120.00,Rs 150.00,Rs 135.00
Strawberry,KG,Rs 300.00,Rs 400.00,Rs 350.00
Kiwi,KG,Rs 400.00,Rs 500.00,Rs 450.00
Avocado,KG,Rs 500.00,Rs 600.00,Rs 550.00
Amla,KG,Rs 80.00,Rs 90.00,Rs 86.67
Ginger,KG,Rs 100.00,Rs 110.00,Rs 105.00
Chilli Dry,KG,Rs 420.00,Rs 450.00,Rs 435.00
Chilli Green,KG,Rs 110.00,Rs 120.00,Rs 116.67
Chilli Green(Bullet),KG,Rs 110.00,Rs 120.00,Rs 116.67
Chilli Green(Machhe),KG,Rs 110.00,Rs 120.00,Rs 116.67
Chilli Green(Akbare),KG,Rs 300.00,Rs 350.00,Rs 325.00
Capsicum,KG,Rs 130.00,Rs 150.00,Rs 137.50
Garlic Green,KG,Rs 40.00,Rs 50.00,Rs 46.67
Coriander Green,KG,Rs 30.00,Rs 50.00,Rs 40.00
Garlic Dry Chinese,KG,Rs 170.00,Rs 180.00,Rs 176.67
Garlic Dry Nepali,KG,Rs 140.00,Rs 150.00,Rs 146.67
Clive Dry,KG,Rs 300.00,Rs 350.00,Rs 325.00
Clive Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Fish Fresh(Rahu),KG,Rs 330.00,Rs 360.00,Rs 347.50
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 280.00,Rs 260.00
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 300.00,Rs 275.00
Fish Fresh(Mungari),KG,Rs 300.00,Rs 320.00,Rs 310.00
Tree Tomato,Kg,Rs 120.00,Rs 130.00,Rs 125.00
