commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 56.67
Tomato Small(Local),KG,Rs 35.00,Rs 45.00,Rs 39.00
Tomato Small(Tunnel),KG,Rs 45.00,Rs 50.00,Rs 47.50
Tomato Small(Indian),KG,Rs 35.00,Rs 40.00,Rs 37.50
Tomato Small(Terai),KG,Rs 55.00,Rs 60.00,Rs 57.50
Potato Red,KG,Rs 30.00,Rs 32.00,Rs 31.00
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato White,KG,Rs 24.00,Rs 26.00,Rs 25.00
Onion Dry (Indian),KG,Rs 34.00,Rs 36.00,Rs 35.00
Carrot(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),KG,Rs 10.00,Rs 15.00,Rs 11.80
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local(Jyapu),KG,Rs 60.00,Rs 70.00,Rs 66.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 22.50
Brinjal Long,KG,Rs 35.00,Rs 40.00,Rs 37.50
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cow pea(Long),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cowpea(Short),KG,Rs 80.00,Rs 90.00,Rs 86.67
Green Peas,KG,Rs 80.00,Rs 90.00,Rs 86.67
French Bean(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
French Bean(Hybrid),KG,Rs 90.00,Rs 110.00,Rs 97.50
French Bean(Rajma),KG,Rs 80.00,Rs 90.00,Rs 86.67
Sword Bean,KG,Rs 140.00,Rs 150.00,Rs 145.00
Soyabean Green,KG,Rs 120.00,Rs 150.00,Rs 140.00
Bitter Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
Pointed Gourd(Terai),KG,Rs 90.00,Rs 100.00,Rs 96.67
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sponge Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 40.00,Rs 45.00,Rs 42.50
Squash(Long),KG,Rs 40.00,Rs 45.00,Rs 43.33
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,KG,Rs 90.00,Rs 100.00,Rs 95.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 100.00,Rs 110.00,Rs 106.67
Cress Leaf,KG,Rs 100.00,Rs 110.00,Rs 106.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Onion Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 110.00,Rs 130.00,Rs 120.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,Rs 300.00,Rs 350.00,Rs 325.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 76.67
Brocauli,KG,Rs 140.00,Rs 160.00,Rs 150.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Drumstick,KG,Rs 90.00,Rs 100.00,Rs 96.67
Red Cabbbage,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lettuce,KG,Rs 120.00,Rs 130.00,Rs 125.00
Knolkhol,KG,Rs 70.00,Rs 80.00,Rs 75.00
Celery,KG,Rs 120.00,Rs 150.00,Rs 140.00
Parseley,KG,Rs 150.00,Rs 200.00,Rs 175.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mint,KG,Rs 150.00,Rs 200.00,Rs 175.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 120.00,Rs 130.00,Rs 126.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 283.33
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 283.33
Banana,Per Dozen,Rs 130.00,Rs 150.00,Rs 140.00
Lime,KG,Rs 200.00,Rs 250.00,Rs 224.00
Pomegranate,KG,Rs 250.00,Rs 280.00,Rs 270.00
Mango(Maldah),KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Dushari),KG,Rs 220.00,Rs 250.00,Rs 235.00
Grapes(Green),KG,Rs 130.00,Rs 150.00,Rs 140.00
Water Melon(Green),KG,Rs 35.00,Rs 40.00,Rs 38.33
Sweet Orange,KG,Rs 150.00,Rs 180.00,Rs 165.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 150.00,Rs 180.00,Rs 165.00
Cucumber(Local),KG,Rs 110.00,Rs 130.00,Rs 118.00
Cucumber(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 76.67
Jack Fruit,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pear(Chinese),KG,Rs 280.00,Rs 300.00,Rs 290.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Strawberry,KG,Rs 300.00,Rs 400.00,Rs 350.00
Kiwi,KG,Rs 400.00,Rs 500.00,Rs 450.00
Avocado,KG,Rs 500.00,Rs 600.00,Rs 550.00
Amla,KG,Rs 150.00,Rs 200.00,Rs 175.00
Ginger,KG,Rs 160.00,Rs 200.00,Rs 180.00
Chilli Dry,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Bullet),KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Akbare),KG,Rs 280.00,Rs 300.00,Rs 290.00
Capsicum,KG,Rs 80.00,Rs 90.00,Rs 85.00
Garlic Green,KG,Rs 90.00,Rs 100.00,Rs 96.67
Coriander Green,KG,Rs 40.00,Rs 50.00,Rs 46.67
Garlic Dry Chinese,KG,Rs 240.00,Rs 260.00,Rs 250.00
Garlic Dry Nepali,KG,Rs 100.00,Rs 110.00,Rs 105.00
Clive Dry,KG,Rs 180.00,Rs 200.00,Rs 190.00
Clive Green,KG,Rs 80.00,Rs 90.00,Rs 85.00
Fish Fresh(Rahu),KG,Rs 330.00,Rs 350.00,Rs 343.33
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 300.00,Rs 280.00
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 300.00,Rs 275.00
Fish Fresh(Mungari),KG,Rs 300.00,Rs 330.00,Rs 315.00
