commodities,unit,minimum,maximum,average
Yam,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mushroom(Kanya),KG,Rs 200.00,Rs 250.00,Rs 230.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 325.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Brocauli,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 86.67
Red Cabbbage,KG,Rs 225.00,Rs 250.00,Rs 237.50
Lettuce,KG,Rs 100.00,Rs 110.00,Rs 105.00
Knolkhol,KG,Rs 70.00,Rs 80.00,Rs 76.67
Celery,KG,Rs 250.00,Rs 300.00,Rs 283.33
Parseley,KG,Rs 600.00,Rs 700.00,Rs 650.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 96.67
Mint,KG,Rs 700.00,Rs 800.00,Rs 750.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 143.33
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tofu,KG,Rs 90.00,Rs 100.00,Rs 96.67
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Jholey),KG,Rs 180.00,Rs 200.00,Rs 193.33
Apple(Fuji),KG,Rs 250.00,Rs 280.00,Rs 270.00
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 96.67
Lime,KG,Rs 90.00,Rs 100.00,Rs 96.67
Pomegranate,KG,Rs 350.00,Rs 400.00,Rs 383.33
Grapes(Green),KG,Rs 280.00,Rs 300.00,Rs 293.33
Grapes(Black),KG,Rs 400.00,Rs 450.00,Rs 425.00
Orange(Nepali),KG,Rs 120.00,Rs 130.00,Rs 125.00
Orange(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Water Melon(Green),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sweet Orange,KG,Rs 120.00,Rs 130.00,Rs 125.00
Mandarin,KG,Rs 250.00,Rs 300.00,Rs 275.00
Pineapple,1 Pc,Rs 120.00,Rs 130.00,Rs 125.00
Cucumber(Local),KG,Rs 90.00,Rs 100.00,Rs 96.00
Cucumber(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 66.67
Jack Fruit,KG,Rs 100.00,Rs 110.00,Rs 105.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Chinese),KG,Rs 220.00,Rs 250.00,Rs 235.00
Papaya(Nepali),KG,Rs 70.00,Rs 80.00,Rs 76.67
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Guava,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mombin,KG,Rs 80.00,Rs 90.00,Rs 86.67
Sugarcane,Per Piece,Rs 80.00,Rs 90.00,Rs 86.67
Kinnow,KG,Rs 120.00,Rs 140.00,Rs 130.00
Strawberry,KG,Rs 500.00,Rs 550.00,Rs 525.00
Kiwi,KG,Rs 200.00,Rs 250.00,Rs 233.33
Avocado,KG,Rs 300.00,Rs 350.00,Rs 333.33
Amla,KG,Rs 80.00,Rs 90.00,Rs 86.67
Ginger,KG,Rs 30.00,Rs 40.00,Rs 35.00
Chilli Dry,KG,Rs 300.00,Rs 310.00,Rs 304.00
Chilli Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Bullet),KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Machhe),KG,Rs 90.00,Rs 100.00,Rs 96.67
Chilli Green(Akbare),KG,Rs 180.00,Rs 200.00,Rs 193.33
Capsicum,KG,Rs 70.00,Rs 80.00,Rs 76.00
Garlic Green,KG,Rs 110.00,Rs 120.00,Rs 116.67
Coriander Green,KG,Rs 120.00,Rs 150.00,Rs 130.00
Garlic Dry Chinese,KG,Rs 330.00,Rs 340.00,Rs 336.00
Garlic Dry Nepali,KG,Rs 100.00,Rs 190.00,Rs 130.00
Clive Dry,KG,Rs 320.00,Rs 350.00,Rs 340.00
Clive Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Fish Fresh(Rahu),KG,Rs 285.00,Rs 300.00,Rs 291.67
Fish Fresh(Bachuwa),KG,Rs 235.00,Rs 250.00,Rs 245.00
Fish Fresh(Chhadi),KG,Rs 240.00,Rs 280.00,Rs 260.00
Fish Fresh(Mungari),KG,Rs 240.00,Rs 260.00,Rs 250.00
