commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Tunnel),KG,Rs 80.00,Rs 90.00,Rs 85.00
Potato Red,KG,Rs 108.00,Rs 110.00,Rs 109.00
Potato Red(Indian),KG,Rs 65.00,Rs 67.00,Rs 66.00
Onion Dry (Indian),KG,Rs 130.00,Rs 135.00,Rs 133.00
Carrot(Local),KG,Rs 100.00,Rs 110.00,Rs 105.00
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local,KG,Rs 90.00,Rs 100.00,Rs 95.00
Raddish White(Local),KG,Rs 30.00,Rs 35.00,Rs 32.00
Raddish White(Hybrid),KG,Rs 35.00,Rs 40.00,Rs 38.00
Brinjal Long,KG,Rs 45.00,Rs 50.00,Rs 48.00
Brinjal Round,KG,Rs 50.00,Rs 55.00,Rs 53.00
Cow pea(Long),KG,Rs 55.00,Rs 60.00,Rs 58.00
Cowpea(Short),KG,Rs 40.00,Rs 45.00,Rs 43.00
French Bean(Local),KG,Rs 30.00,Rs 35.00,Rs 33.00
French Bean(Hybrid),KG,Rs 35.00,Rs 40.00,Rs 38.00
Soyabean Green,KG,Rs 45.00,Rs 50.00,Rs 48.00
Bitter Gourd,KG,Rs 50.00,Rs 55.00,Rs 53.00
Bottle Gourd,KG,Rs 35.00,Rs 40.00,Rs 37.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 75.00,Rs 73.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 75.00,Rs 73.00
Smooth Gourd,KG,Rs 50.00,Rs 55.00,Rs 53.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 33.00
Squash(Long),KG,Rs 40.00,Rs 45.00,Rs 43.00
Okara,KG,Rs 70.00,Rs 75.00,Rs 73.00
Barela,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.00
Christophine,KG,Rs 10.00,Rs 15.00,Rs 12.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 45.00,Rs 43.00
Spinach Leaf,KG,Rs 160.00,Rs 170.00,Rs 165.00
Cress Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 40.00,Rs 45.00,Rs 43.00
Fenugreek Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Onion Green,KG,Rs 100.00,Rs 120.00,Rs 110.00
Mushroom(Kanya),KG,Rs 200.00,Rs 220.00,Rs 210.00
Mushroom(Button),KG,Rs 450.00,Rs 500.00,Rs 475.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 85.00
Brocauli,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 65.00
Drumstick,KG,Rs 230.00,Rs 240.00,Rs 235.00
Lettuce,KG,Rs 250.00,Rs 260.00,Rs 255.00
Fennel Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mint,KG,Rs 140.00,Rs 150.00,Rs 145.00
Turnip A,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tamarind,KG,Rs 130.00,Rs 140.00,Rs 135.00
Bamboo Shoot,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tofu,KG,Rs 80.00,Rs 90.00,Rs 85.00
Gundruk,KG,Rs 290.00,Rs 300.00,Rs 295.00
Apple(Fuji),KG,Rs 300.00,Rs 320.00,Rs 310.00
Banana,Per Dozen,Rs 70.00,Rs 80.00,Rs 75.00
Lime,KG,Rs 140.00,Rs 150.00,Rs 145.00
Pomegranate,KG,Rs 300.00,Rs 320.00,Rs 310.00
Orange(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Water Melon(Green),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Orange,KG,Rs 150.00,Rs 160.00,Rs 155.00
Pineapple,1 Pc,Rs 150.00,Rs 160.00,Rs 155.00
Cucumber(Local),KG,Rs 80.00,Rs 100.00,Rs 90.00
Cucumber(Hybrid),KG,Rs 45.00,Rs 50.00,Rs 48.00
Lemon,KG,Rs 35.00,Rs 40.00,Rs 38.00
Pear(Chinese),KG,Rs 240.00,Rs 250.00,Rs 245.00
Guava,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mombin,KG,Rs 30.00,Rs 35.00,Rs 33.00
Kiwi,KG,Rs 250.00,Rs 300.00,Rs 275.00
Ginger,KG,Rs 70.00,Rs 80.00,Rs 77.00
Chilli Dry,KG,Rs 360.00,Rs 380.00,Rs 370.00
Chilli Green,KG,Rs 180.00,Rs 190.00,Rs 185.00
Chilli Green(Akbare),KG,Rs 250.00,Rs 300.00,Rs 275.00
Capsicum,KG,Rs 220.00,Rs 240.00,Rs 230.00
Garlic Green,KG,Rs 200.00,Rs 210.00,Rs 205.00
Coriander Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Garlic Dry Chinese,KG,Rs 165.00,Rs 170.00,Rs 168.00
Garlic Dry Nepali,KG,Rs 250.00,Rs 260.00,Rs 255.00
Clive Dry,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fish Fresh(Rahu),KG,Rs 250.00,Rs 260.00,Rs 255.00
Fish Fresh(Bachuwa),KG,Rs 190.00,Rs 200.00,Rs 195.00
Fish Fresh(Chhadi),KG,Rs 190.00,Rs 200.00,Rs 195.00
Fish Fresh(Mungari),KG,Rs 250.00,Rs 260.00,Rs 255.00
