commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Potato Red,KG,Rs 22.00,Rs 25.00,Rs 24.00
Potato White,KG,Rs 16.00,Rs 19.00,Rs 17.00
Onion Dry (Indian),KG,Rs 42.00,Rs 45.00,Rs 44.00
Carrot(Local),KG,Rs 60.00,Rs 70.00,Rs 63.00
Cabbage(Local),KG,Rs 30.00,Rs 35.00,Rs 33.00
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 55.00
Raddish White(Local),KG,Rs 25.00,Rs 30.00,Rs 28.00
Brinjal Long,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 70.00,Rs 75.00,Rs 73.00
Soyabean Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Snake Gourd,KG,Rs 20.00,Rs 30.00,Rs 25.00
Smooth Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sponge Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pumpkin,KG,Rs 22.00,Rs 25.00,Rs 24.00
Squash(Long),KG,Rs 30.00,Rs 40.00,Rs 35.00
Okara,KG,Rs 25.00,Rs 30.00,Rs 28.00
Christophine,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 50.00,Rs 60.00,Rs 55.00
Spinach Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cress Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fenugreek Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mushroom(Kanya),KG,Rs 170.00,Rs 180.00,Rs 175.00
Asparagus,KG,Rs 230.00,Rs 240.00,Rs 235.00
Neuro,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sugarbeet,KG,Rs 50.00,Rs 60.00,Rs 55.00
Red Cabbbage,KG,Rs 70.00,Rs 80.00,Rs 75.00
Lettuce,KG,Rs 50.00,Rs 60.00,Rs 55.00
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 55.00
Celery,KG,Rs 70.00,Rs 80.00,Rs 75.00
Parseley,KG,Rs 70.00,Rs 80.00,Rs 75.00
Fennel Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mint,KG,Rs 70.00,Rs 80.00,Rs 75.00
Turnip A,KG,Rs 50.00,Rs 60.00,Rs 55.00
Tamarind,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bamboo Shoot,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tofu,KG,Rs 60.00,Rs 70.00,Rs 65.00
Gundruk,KG,Rs 200.00,Rs 210.00,Rs 205.00
Apple(Jholey),KG,Rs 70.00,Rs 80.00,Rs 75.00
Banana,Per Dozen,Rs 70.00,Rs 80.00,Rs 75.00
Lime,KG,Rs 550.00,Rs 600.00,Rs 575.00
Pomegranate,KG,Rs 170.00,Rs 180.00,Rs 175.00
Mango(Maldah),KG,Rs 80.00,Rs 90.00,Rs 85.00
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Orange,KG,Rs 90.00,Rs 100.00,Rs 95.00
Pineapple,1 Pc,Rs 90.00,Rs 100.00,Rs 95.00
Cucumber(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Jack Fruit,KG,Rs 18.00,Rs 20.00,Rs 19.00
Pear(Local),KG,Rs 18.00,Rs 20.00,Rs 19.00
Papaya(Nepali),KG,Rs 60.00,Rs 65.00,Rs 63.00
Mombin,KG,Rs 20.00,Rs 25.00,Rs 23.00
Ginger,KG,Rs 90.00,Rs 100.00,Rs 94.00
Chilli Dry,KG,Rs 200.00,Rs 210.00,Rs 205.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Capsicum,KG,Rs 90.00,Rs 95.00,Rs 93.00
Garlic Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Coriander Green,KG,Rs 170.00,Rs 180.00,Rs 175.00
Garlic Dry Chinese,KG,Rs 160.00,Rs 170.00,Rs 165.00
Garlic Dry Nepali,KG,Rs 130.00,Rs 140.00,Rs 136.00
Clive Dry,KG,Rs 50.00,Rs 60.00,Rs 55.00
Clive Green,KG,Rs 50.00,Rs 60.00,Rs 55.00
Fish Fresh,KG,Rs 210.00,Rs 220.00,Rs 215.00
