commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 140.00,Rs 150.00,Rs 145.00
Tomato Small(Local),KG,Rs 55.00,Rs 70.00,Rs 61.67
Tomato Small(Tunnel),KG,Rs 60.00,Rs 85.00,Rs 73.75
Potato Red,KG,Rs 95.00,Rs 100.00,Rs 97.67
Potato Red(Indian),KG,Rs 60.00,Rs 62.00,Rs 61.00
Potato Red(Mude),KG,Rs 80.00,Rs 85.00,Rs 82.33
Onion Dry (Indian),KG,Rs 103.00,Rs 105.00,Rs 104.00
Carrot(Local),KG,Rs 150.00,Rs 170.00,Rs 160.00
Carrot(Terai),KG,Rs 140.00,Rs 160.00,Rs 148.33
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cabbage(Terai),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 100.00,Rs 120.00,Rs 110.00
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Local),KG,Rs 20.00,Rs 30.00,Rs 25.00
Raddish White(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cow pea(Long),KG,Rs 80.00,Rs 100.00,Rs 90.00
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 55.00
Green Peas,KG,Rs 200.00,Rs 250.00,Rs 226.67
French Bean(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 65.00
French Bean(Rajma),KG,Rs 120.00,Rs 130.00,Rs 125.00
Sword Bean,KG,Rs 60.00,Rs 70.00,Rs 65.00
Soyabean Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bitter Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Bottle Gourd,KG,Rs 35.00,Rs 50.00,Rs 41.67
Pointed Gourd(Local),KG,Rs 80.00,Rs 90.00,Rs 85.00
Snake Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Smooth Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sponge Gourd,KG,Rs 70.00,Rs 80.00,Rs 75.00
Pumpkin,KG,Rs 50.00,Rs 60.00,Rs 55.00
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 100.00,Rs 120.00,Rs 110.00
Okara,KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Potato,KG,Rs 80.00,Rs 90.00,Rs 85.00
Barela,KG,Rs 100.00,Rs 130.00,Rs 116.67
Arum,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brd Leaf Mustard,KG,Rs 130.00,Rs 150.00,Rs 138.75
Spinach Leaf,KG,Rs 130.00,Rs 140.00,Rs 136.67
Cress Leaf,KG,Rs 250.00,Rs 300.00,Rs 276.67
Mustard Leaf,KG,Rs 80.00,Rs 90.00,Rs 85.00
Onion Green,KG,Rs 250.00,Rs 300.00,Rs 276.67
Mushroom(Kanya),KG,Rs 130.00,Rs 180.00,Rs 152.00
Mushroom(Button),KG,Rs 250.00,Rs 300.00,Rs 276.67
Asparagus,KG,Rs 500.00,Rs 600.00,Rs 550.00
Neuro,KG,Rs 90.00,Rs 100.00,Rs 95.00
Brocauli,KG,Rs 140.00,Rs 160.00,Rs 150.00
Sugarbeet,KG,Rs 80.00,Rs 90.00,Rs 85.00
Red Cabbbage,KG,Rs 150.00,Rs 200.00,Rs 176.67
Lettuce,KG,Rs 280.00,Rs 300.00,Rs 286.67
Celery,KG,Rs 900.00,"Rs 1,000.00",Rs 950.00
Parseley,KG,"Rs 2,500.00","Rs 3,000.00","Rs 2,766.67"
Mint,KG,Rs 900.00,"Rs 1,000.00",Rs 950.00
Turnip A,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 276.67
Apple(Jholey),KG,Rs 180.00,Rs 200.00,Rs 193.33
