commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 56.67
Tomato Small(Local),KG,Rs 18.00,Rs 22.00,Rs 20.00
Tomato Small(Tunnel),KG,Rs 22.00,Rs 27.00,Rs 25.20
Potato Red,KG,Rs 50.00,Rs 53.00,Rs 52.00
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.00
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 46.40
Carrot(Local),KG,Rs 130.00,Rs 140.00,Rs 135.00
Cabbage(Local),KG,Rs 35.00,Rs 45.00,Rs 39.00
Cauli Local,KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 18.33
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 23.33
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 24.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cow pea(Long),KG,Rs 25.00,Rs 35.00,Rs 29.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 76.67
French Bean(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 46.67
Sword Bean,KG,Rs 140.00,Rs 150.00,Rs 145.00
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.50
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 54.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.00
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.50
Smooth Gourd,KG,Rs 20.00,Rs 25.00,Rs 22.50
Sponge Gourd,KG,Rs 30.00,Rs 35.00,Rs 32.50
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.33
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 36.67
Okara,KG,Rs 20.00,Rs 30.00,Rs 24.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Christophine,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 76.67
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mustard Leaf,KG,Rs 50.00,Rs 60.00,Rs 56.67
Onion Green,KG,Rs 100.00,Rs 110.00,Rs 105.00
Mushroom(Kanya),KG,Rs 200.00,Rs 220.00,Rs 213.33
Mushroom(Button),KG,Rs 340.00,Rs 360.00,Rs 354.00
Asparagus,KG,Rs 900.00,Rs 999.99,Rs 950.00
Neuro,KG,Rs 80.00,Rs 90.00,Rs 85.00
Brocauli,KG,Rs 140.00,Rs 150.00,Rs 146.67
Sugarbeet,KG,Rs 130.00,Rs 140.00,Rs 135.00
Lettuce,KG,Rs 60.00,Rs 80.00,Rs 70.00
