commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 90.00,Rs 100.00,Rs 95.00
Tomato Big(Indian),KG,Rs 80.00,Rs 90.00,Rs 86.67
Tomato Small(Local),KG,Rs 25.00,Rs 32.00,Rs 28.40
Tomato Small(Tunnel),KG,Rs 35.00,Rs 45.00,Rs 40.00
Potato Red,KG,Rs 85.00,Rs 90.00,Rs 87.50
Potato Red(Indian),KG,Rs 45.00,Rs 48.00,Rs 46.75
Potato White,KG,Rs 60.00,Rs 65.00,Rs 62.50
Onion Dry (Indian),KG,Rs 52.00,Rs 55.00,Rs 53.60
Carrot(Local),KG,Rs 150.00,Rs 160.00,Rs 156.67
Cabbage(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local,KG,Rs 40.00,Rs 50.00,Rs 46.00
Cauli Local(Jyapu),KG,Rs 70.00,Rs 80.00,Rs 76.67
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 36.67
Raddish White(Local),KG,Rs 30.00,Rs 35.00,Rs 33.33
Raddish White(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 57.50
Brinjal Round,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cow pea(Long),KG,Rs 90.00,Rs 100.00,Rs 95.00
Cowpea(Short),KG,Rs 50.00,Rs 60.00,Rs 56.67
Green Peas,KG,Rs 150.00,Rs 200.00,Rs 175.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 93.33
Sword Bean,KG,Rs 130.00,Rs 140.00,Rs 135.00
Soyabean Green,KG,Rs 70.00,Rs 80.00,Rs 75.00
Bitter Gourd,KG,Rs 90.00,Rs 100.00,Rs 95.00
Bottle Gourd,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pointed Gourd(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),KG,Rs 50.00,Rs 60.00,Rs 55.00
Snake Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Smooth Gourd,KG,Rs 80.00,Rs 90.00,Rs 86.67
Pumpkin,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),KG,Rs 50.00,Rs 60.00,Rs 56.67
Turnip,KG,Rs 80.00,Rs 90.00,Rs 86.67
Okara,KG,Rs 110.00,Rs 120.00,Rs 115.00
Sweet Potato,KG,Rs 40.00,Rs 50.00,Rs 46.67
Barela,KG,Rs 60.00,Rs 70.00,Rs 66.67
Arum,KG,Rs 40.00,Rs 50.00,Rs 45.00
Christophine,KG,Rs 10.00,Rs 15.00,Rs 12.40
Brd Leaf Mustard,KG,Rs 80.00,Rs 100.00,Rs 88.00
Spinach Leaf,KG,Rs 220.00,Rs 250.00,Rs 240.00
Cress Leaf,KG,Rs 200.00,Rs 250.00,Rs 225.00
Mustard Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Fenugreek Leaf,KG,Rs 220.00,Rs 250.00,Rs 240.00
Onion Green,KG,Rs 100.00,Rs 120.00,Rs 113.33
Bakula,KG,Rs 120.00,Rs 130.00,Rs 126.67
Mushroom(Kanya),KG,Rs 140.00,Rs 180.00,Rs 160.00
Mushroom(Button),KG,Rs 350.00,Rs 400.00,Rs 375.00
Asparagus,KG,Rs 0.00,Rs 0.00,Rs 0.00
Brocauli,KG,Rs 140.00,Rs 160.00,Rs 150.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 76.67
Red Cabbbage,KG,Rs 200.00,Rs 250.00,Rs 225.00
Lettuce,KG,Rs 150.00,Rs 200.00,Rs 183.33
Celery,KG,Rs 300.00,Rs 350.00,Rs 325.00
Fennel Leaf,KG,Rs 220.00,Rs 250.00,Rs 235.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 86.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 146.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 116.67
Gundruk,KG,Rs 300.00,Rs 350.00,Rs 325.00
Apple(Fuji),KG,Rs 250.00,Rs 300.00,Rs 275.00
Banana,Per Dozen,Rs 120.00,Rs 130.00,Rs 125.00
Lime,KG,Rs 150.00,Rs 180.00,Rs 164.00
Pomegranate,KG,Rs 450.00,Rs 500.00,Rs 475.00
Orange(Nepali),KG,Rs 80.00,Rs 90.00,Rs 86.67
Orange(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Water Melon(Green),KG,Rs 80.00,Rs 90.00,Rs 86.67
Sweet Orange,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mandarin,KG,Rs 250.00,Rs 280.00,Rs 265.00
Pineapple,1 Pc,Rs 200.00,Rs 220.00,Rs 210.00
Cucumber(Local),KG,Rs 90.00,Rs 100.00,Rs 95.00
Cucumber(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 56.67
Lemon,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 265.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 66.67
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Mombin,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sugarcane,Per Piece,Rs 80.00,Rs 90.00,Rs 86.67
Kiwi,KG,Rs 200.00,Rs 250.00,Rs 233.33
Avocado,KG,Rs 200.00,Rs 250.00,Rs 233.33
Amla,KG,Rs 60.00,Rs 70.00,Rs 66.67
Ginger,KG,Rs 40.00,Rs 50.00,Rs 45.00
Chilli Dry,KG,Rs 400.00,Rs 420.00,Rs 410.00
Chilli Green,KG,Rs 90.00,Rs 100.00,Rs 96.00
Chilli Green(Bullet),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Machhe),KG,Rs 120.00,Rs 140.00,Rs 133.33
Chilli Green(Akbare),KG,Rs 100.00,Rs 120.00,Rs 110.00
Capsicum,KG,Rs 140.00,Rs 150.00,Rs 146.67
Garlic Green,KG,Rs 150.00,Rs 180.00,Rs 170.00
Coriander Green,KG,Rs 100.00,Rs 150.00,Rs 125.00
Garlic Dry Chinese,KG,Rs 140.00,Rs 150.00,Rs 145.00
Garlic Dry Nepali,KG,Rs 90.00,Rs 100.00,Rs 96.67
Clive Dry,KG,Rs 300.00,Rs 320.00,Rs 310.00
Clive Green,KG,Rs 120.00,Rs 150.00,Rs 135.00
Fish Fresh(Rahu),KG,Rs 340.00,Rs 350.00,Rs 345.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 260.00,Rs 256.67
Fish Fresh(Chhadi),KG,Rs 250.00,Rs 260.00,Rs 255.00
