commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Tomato Small(Local),KG,Rs 24.00,Rs 30.00,Rs 26.80
Tomato Small(Tunnel),KG,Rs 35.00,Rs 42.00,Rs 39.00
Potato Red,KG,Rs 46.00,Rs 48.00,Rs 47.00
Potato Red(Indian),KG,Rs 34.00,Rs 36.00,Rs 35.00
Potato Red(Mude),KG,Rs 36.00,Rs 38.00,Rs 37.00
Potato White,KG,Rs 35.00,Rs 36.00,Rs 35.67
Onion Dry (Indian),KG,Rs 38.00,Rs 40.00,Rs 39.00
Carrot(Local),KG,Rs 90.00,Rs 100.00,Rs 96.67
Cabbage(Local),KG,Rs 60.00,Rs 80.00,Rs 68.00
Cabbage(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Cauli Local,KG,Rs 50.00,Rs 60.00,Rs 56.67
Raddish White(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
Raddish White(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 66.67
Brinjal Long,KG,Rs 18.00,Rs 25.00,Rs 21.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),KG,Rs 70.00,Rs 80.00,Rs 75.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 60.00,Rs 70.00,Rs 66.67
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 96.67
Sword Bean,KG,Rs 180.00,Rs 200.00,Rs 190.00
Soyabean Green,KG,Rs 150.00,Rs 180.00,Rs 165.00
Bitter Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Bottle Gourd,KG,Rs 30.00,Rs 40.00,Rs 36.67
Pointed Gourd(Local),KG,Rs 25.00,Rs 30.00,Rs 27.50
Pointed Gourd(Terai),KG,Rs 25.00,Rs 30.00,Rs 26.67
Snake Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.33
Smooth Gourd,KG,Rs 50.00,Rs 60.00,Rs 55.00
Sponge Gourd,KG,Rs 25.00,Rs 30.00,Rs 27.50
Pumpkin,KG,Rs 25.00,Rs 30.00,Rs 28.33
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 45.00
Turnip,KG,Rs 80.00,Rs 90.00,Rs 86.67
Okara,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.33
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 90.00,Rs 100.00,Rs 96.67
Spinach Leaf,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mustard Leaf,KG,Rs 60.00,Rs 70.00,Rs 66.67
Onion Green,KG,Rs 200.00,Rs 250.00,Rs 225.00
Mushroom(Kanya),KG,Rs 240.00,Rs 280.00,Rs 260.00
Mushroom(Button),KG,Rs 300.00,Rs 350.00,Rs 333.33
Asparagus,KG,Rs 250.00,Rs 300.00,Rs 275.00
Neuro,KG,Rs 60.00,Rs 70.00,Rs 66.67
Brocauli,KG,Rs 150.00,Rs 200.00,Rs 176.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 120.00,Rs 150.00,Rs 135.00
Lettuce,KG,Rs 120.00,Rs 150.00,Rs 135.00
Celery,KG,Rs 200.00,Rs 250.00,Rs 225.00
Mint,KG,Rs 350.00,Rs 400.00,Rs 375.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 160.00,Rs 180.00,Rs 170.00
Bamboo Shoot,KG,Rs 120.00,Rs 140.00,Rs 130.00
Tofu,KG,Rs 110.00,Rs 120.00,Rs 115.00
Apple(Fuji),KG,Rs 250.00,Rs 280.00,Rs 265.00
Banana,Per Dozen,Rs 120.00,Rs 150.00,Rs 135.00
Lime,KG,Rs 140.00,Rs 180.00,Rs 160.00
Pomegranate,KG,Rs 350.00,Rs 400.00,Rs 375.00
Mango(Maldah),KG,Rs 80.00,Rs 100.00,Rs 90.00
Mango(Dushari),KG,Rs 100.00,Rs 120.00,Rs 110.00
Water Melon(Green),KG,Rs 45.00,Rs 50.00,Rs 48.33
Sweet Orange,KG,Rs 180.00,Rs 200.00,Rs 190.00
Mandarin,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,1 Pc,Rs 150.00,Rs 160.00,Rs 155.00
Cucumber(Local),KG,Rs 50.00,Rs 70.00,Rs 60.00
Cucumber(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Jack Fruit,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pear(Chinese),KG,Rs 250.00,Rs 280.00,Rs 265.00
Papaya(Indian),KG,Rs 100.00,Rs 110.00,Rs 105.00
Litchi(Local),KG,Rs 100.00,Rs 120.00,Rs 110.00
Kiwi,KG,Rs 500.00,Rs 550.00,Rs 525.00
Avocado,KG,Rs 500.00,Rs 550.00,Rs 525.00
Ginger,KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Dry,KG,Rs 370.00,Rs 380.00,Rs 375.00
Chilli Green,KG,Rs 30.00,Rs 40.00,Rs 35.00
Chilli Green(Bullet),KG,Rs 40.00,Rs 50.00,Rs 46.67
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Akbare),KG,Rs 200.00,Rs 250.00,Rs 225.00
Capsicum,KG,Rs 180.00,Rs 200.00,Rs 190.00
Garlic Green,KG,Rs 220.00,Rs 250.00,Rs 235.00
Coriander Green,KG,Rs 40.00,Rs 50.00,Rs 46.00
Garlic Dry Chinese,KG,Rs 150.00,Rs 160.00,Rs 155.00
Garlic Dry Nepali,KG,Rs 70.00,Rs 80.00,Rs 76.67
Fish Fresh(Rahu),KG,Rs 310.00,Rs 330.00,Rs 320.00
Fish Fresh(Bachuwa),KG,Rs 260.00,Rs 280.00,Rs 270.00
Fish Fresh(Chhadi),KG,Rs 230.00,Rs 250.00,Rs 240.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 290.00,Rs 280.00
