commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 10.00,Rs 15.00,Rs 12.33
Tomato Small(Tunnel),KG,Rs 25.00,Rs 33.00,Rs 28.67
Potato Red,KG,Rs 40.00,Rs 45.00,Rs 42.33
Potato Red(Indian),KG,Rs 30.00,Rs 32.00,Rs 31.00
Potato Red(Mude),KG,Rs 40.00,Rs 45.00,Rs 42.33
Potato White,KG,Rs 30.00,Rs 35.00,Rs 32.67
Onion Dry (Indian),KG,Rs 48.00,Rs 50.00,Rs 49.00
Carrot(Local),KG,Rs 75.00,Rs 80.00,Rs 77.67
Cabbage(Local),KG,Rs 30.00,Rs 35.00,Rs 32.67
Cauli Local,KG,Rs 60.00,Rs 70.00,Rs 65.00
Raddish White(Local),KG,Rs 10.00,Rs 15.00,Rs 12.33
Raddish White(Hybrid),KG,Rs 10.00,Rs 15.00,Rs 12.33
Brinjal Long,KG,Rs 30.00,Rs 35.00,Rs 32.67
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cow pea(Long),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 95.00
Green Peas,KG,Rs 140.00,Rs 150.00,Rs 145.00
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Rajma),KG,Rs 90.00,Rs 100.00,Rs 95.00
Soyabean Green,KG,Rs 120.00,Rs 140.00,Rs 130.00
Bitter Gourd,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 75.00
Snake Gourd,KG,Rs 25.00,Rs 30.00,Rs 27.67
Smooth Gourd,KG,Rs 60.00,Rs 70.00,Rs 65.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 32.67
Squash(Round),KG,Rs 30.00,Rs 40.00,Rs 35.00
Okara,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sweet Potato,KG,Rs 50.00,Rs 60.00,Rs 55.00
Barela,KG,Rs 60.00,Rs 70.00,Rs 65.00
Christophine,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brd Leaf Mustard,KG,Rs 30.00,Rs 35.00,Rs 32.67
Spinach Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cress Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mustard Leaf,KG,Rs 30.00,Rs 35.00,Rs 32.67
Fenugreek Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Onion Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mushroom(Kanya),KG,Rs 150.00,Rs 180.00,Rs 163.33
Mushroom(Button),KG,Rs 250.00,Rs 280.00,Rs 263.33
Asparagus,KG,Rs 550.00,Rs 600.00,Rs 575.00
Neuro,KG,Rs 70.00,Rs 80.00,Rs 75.00
Brocauli,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Red Cabbbage,KG,Rs 110.00,Rs 120.00,Rs 115.00
Lettuce,KG,Rs 60.00,Rs 70.00,Rs 65.00
Knolkhol,KG,Rs 70.00,Rs 80.00,Rs 75.00
Fennel Leaf,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mint,KG,Rs 90.00,Rs 100.00,Rs 95.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
