commodities,unit,minimum,maximum,average

Tomato Big(Indian),KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Local),KG,Rs 20.00,Rs 25.00,Rs 23.00
Tomato Small(Tunnel),KG,Rs 20.00,Rs 25.00,Rs 22.50
Tomato Small(Indian),KG,Rs 24.00,Rs 28.00,Rs 26.00
Tomato Small(Terai),KG,Rs 25.00,Rs 30.00,Rs 27.00
Potato Red,KG,Rs 25.00,Rs 30.00,Rs 28.00
Potato Red(Indian),KG,Rs 22.00,Rs 26.00,Rs 24.25
Potato White,KG,Rs 16.00,Rs 18.00,Rs 17.00
Onion Dry (Indian),KG,Rs 60.00,Rs 65.00,Rs 62.40
Carrot(Local),KG,Rs 60.00,Rs 70.00,Rs 65.00
Carrot(Terai),KG,Rs 50.00,Rs 60.00,Rs 56.67
Cabbage(Local),KG,Rs 18.00,Rs 25.00,Rs 21.00
Cabbage(Terai),KG,Rs 12.00,Rs 16.00,Rs 14.00
Cabbage,KG,Rs 20.00,Rs 25.00,Rs 23.33
Cauli Local,KG,Rs 25.00,Rs 35.00,Rs 30.00
Cauli Local(Jyapu),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Terai,KG,Rs 18.00,Rs 22.00,Rs 20.00
Raddish Red,KG,Rs 40.00,Rs 50.00,Rs 45.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 15.00,Rs 20.00,Rs 17.50
Brinjal Long,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Round,KG,Rs 40.00,Rs 50.00,Rs 45.00
Green Peas,KG,Rs 50.00,Rs 60.00,Rs 55.00
French Bean(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sword Bean,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bitter Gourd,KG,Rs 130.00,Rs 140.00,Rs 135.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pumpkin,KG,Rs 20.00,Rs 40.00,Rs 31.25
Squash(Long),KG,Rs 15.00,Rs 20.00,Rs 17.50
Squash(Round),KG,Rs 25.00,Rs 30.00,Rs 28.33
Turnip,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sweet Potato,KG,Rs 50.00,Rs 60.00,Rs 56.67
Barela,KG,Rs 30.00,Rs 40.00,Rs 35.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 55.00
Christophine,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,KG,Rs 30.00,Rs 35.00,Rs 33.33
Spinach Leaf,KG,Rs 25.00,Rs 30.00,Rs 28.33
Cress Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Fenugreek Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Onion Green,KG,Rs 50.00,Rs 60.00,Rs 56.67
Bakula,KG,Rs 90.00,Rs 100.00,Rs 96.67
Yam,KG,Rs 50.00,Rs 60.00,Rs 56.67
Mushroom(Kanya),KG,Rs 130.00,Rs 150.00,Rs 140.00
Asparagus,KG,Rs 250.00,Rs 280.00,Rs 264.00
Brocauli,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,KG,Rs 160.00,Rs 180.00,Rs 170.00
Red Cabbbage,KG,Rs 100.00,Rs 120.00,Rs 110.00
Lettuce,KG,Rs 60.00,Rs 70.00,Rs 66.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 220.00,Rs 250.00,Rs 235.00
Parseley,KG,Rs 350.00,Rs 400.00,Rs 375.00
Fennel Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Mint,KG,Rs 220.00,Rs 250.00,Rs 235.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 145.00
Bamboo Shoot,KG,Rs 70.00,Rs 80.00,Rs 75.00
Tofu,KG,Rs 70.00,Rs 80.00,Rs 75.00
Gundruk,KG,Rs 220.00,Rs 250.00,Rs 235.00
Apple(Jholey),KG,Rs 200.00,Rs 220.00,Rs 210.00
Apple(Fuji),KG,Rs 280.00,Rs 300.00,Rs 290.00
Banana,Per Dozen,Rs 90.00,Rs 100.00,Rs 95.00
Lime,KG,Rs 130.00,Rs 140.00,Rs 135.00
Pomegranate,KG,Rs 280.00,Rs 300.00,Rs 290.00
Grapes(Green),KG,Rs 200.00,Rs 220.00,Rs 210.00
Grapes(Black),KG,Rs 300.00,Rs 320.00,Rs 310.00
Orange(Nepali),KG,Rs 120.00,Rs 130.00,Rs 125.00
Water Melon(Green),KG,Rs 40.00,Rs 50.00,Rs 45.00
Sweet Orange,KG,Rs 150.00,Rs 160.00,Rs 155.00
Pineapple,1 Pc,Rs 130.00,Rs 140.00,Rs 135.00
Cucumber(Local),KG,Rs 120.00,Rs 130.00,Rs 125.00
Cucumber(Hybrid),KG,Rs 30.00,Rs 40.00,Rs 35.00
Jack Fruit,KG,Rs 70.00,Rs 90.00,Rs 80.00
Lemon,KG,Rs 50.00,Rs 60.00,Rs 56.67
Pear(Chinese),KG,Rs 260.00,Rs 270.00,Rs 265.00
Papaya(Nepali),KG,Rs 60.00,Rs 70.00,Rs 65.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 95.00
Guava,KG,Rs 90.00,Rs 100.00,Rs 95.00
Mombin,KG,Rs 40.00,Rs 50.00,Rs 45.00
Kinnow,KG,Rs 70.00,Rs 80.00,Rs 76.67
Strawberry,KG,Rs 500.00,Rs 600.00,Rs 550.00
Kiwi,KG,Rs 280.00,Rs 300.00,Rs 290.00
Ginger,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Dry,KG,Rs 320.00,Rs 330.00,Rs 325.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Bullet),KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Machhe),KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Green(Akbare),KG,Rs 550.00,Rs 600.00,Rs 575.00
Capsicum,KG,Rs 60.00,Rs 70.00,Rs 66.67
Garlic Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Coriander Green,KG,Rs 90.00,Rs 100.00,Rs 95.00
Garlic Dry Chinese,KG,Rs 260.00,Rs 280.00,Rs 270.00
Garlic Dry Nepali,KG,Rs 250.00,Rs 260.00,Rs 255.00
Fish Fresh(Rahu),KG,Rs 280.00,Rs 290.00,Rs 285.00
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 250.00,Rs 245.00
Fish Fresh(Chhadi),KG,Rs 200.00,Rs 220.00,Rs 210.00
Fish Fresh(Mungari),KG,Rs 270.00,Rs 280.00,Rs 275.00
