commodities,unit,minimum,maximum,average
Neuro,KG,Rs 80.00,Rs 90.00,Rs 86.67
Brocauli,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 66.67
Red Cabbbage,KG,Rs 80.00,Rs 90.00,Rs 85.00
Lettuce,KG,Rs 400.00,Rs 450.00,Rs 425.00
Celery,KG,Rs 250.00,Rs 300.00,Rs 275.00
Parseley,KG,Rs 600.00,Rs 700.00,Rs 650.00
Mint,KG,Rs 500.00,Rs 550.00,Rs 525.00
Turnip A,KG,Rs 80.00,Rs 90.00,Rs 85.00
Tamarind,KG,Rs 150.00,Rs 160.00,Rs 156.67
Bamboo Shoot,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tofu,KG,Rs 150.00,Rs 160.00,Rs 156.67
Gundruk,KG,Rs 250.00,Rs 300.00,Rs 275.00
Apple(Fuji),KG,Rs 300.00,Rs 320.00,Rs 310.00
Banana,Per Dozen,Rs 140.00,Rs 150.00,Rs 146.67
Lime,KG,Rs 200.00,Rs 260.00,Rs 235.00
Pomegranate,KG,Rs 380.00,Rs 400.00,Rs 390.00
Mango(Maldah),KG,Rs 140.00,Rs 150.00,Rs 146.67
Mango(Chousa),KG,Rs 140.00,Rs 150.00,Rs 146.67
Grapes(Black),KG,Rs 400.00,Rs 450.00,Rs 425.00
Water Melon(Green),KG,Rs 50.00,Rs 60.00,Rs 56.67
Sweet Orange,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mandarin,KG,Rs 280.00,Rs 300.00,Rs 290.00
Pineapple,1 Pc,Rs 160.00,Rs 180.00,Rs 170.00
Cucumber(Local),KG,Rs 70.00,Rs 80.00,Rs 76.00
Cucumber(Hybrid),KG,Rs 25.00,Rs 35.00,Rs 30.00
Jack Fruit,KG,Rs 35.00,Rs 45.00,Rs 40.00
Pear(Local),KG,Rs 100.00,Rs 110.00,Rs 106.67
Pear(Chinese),KG,Rs 280.00,Rs 300.00,Rs 290.00
Papaya(Indian),KG,Rs 90.00,Rs 100.00,Rs 96.67
Mombin,KG,Rs 60.00,Rs 70.00,Rs 65.00
Kiwi,KG,Rs 550.00,Rs 600.00,Rs 575.00
Avocado,KG,Rs 600.00,Rs 650.00,Rs 625.00
Ginger,KG,Rs 190.00,Rs 210.00,Rs 200.00
Chilli Dry,KG,Rs 400.00,Rs 450.00,Rs 425.00
Chilli Green,KG,Rs 90.00,Rs 100.00,Rs 96.00
Chilli Green(Bullet),KG,Rs 90.00,Rs 100.00,Rs 96.00
Chilli Green(Machhe),KG,Rs 70.00,Rs 80.00,Rs 76.67
Chilli Green(Akbare),KG,Rs 300.00,Rs 400.00,Rs 350.00
Capsicum,KG,Rs 100.00,Rs 120.00,Rs 114.00
Garlic Green,KG,Rs 150.00,Rs 180.00,Rs 170.00
Coriander Green,KG,Rs 200.00,Rs 250.00,Rs 230.00
Garlic Dry Chinese,KG,Rs 240.00,Rs 250.00,Rs 246.00
Garlic Dry Nepali,KG,Rs 220.00,Rs 230.00,Rs 226.67
Clive Dry,KG,Rs 150.00,Rs 160.00,Rs 155.00
Clive Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Fish Fresh(Rahu),KG,Rs 340.00,Rs 350.00,Rs 345.00
Fish Fresh(Bachuwa),KG,Rs 240.00,Rs 250.00,Rs 246.67
Fish Fresh(Chhadi),KG,Rs 230.00,Rs 250.00,Rs 240.00
King Oyster,Kg,Rs 280.00,Rs 300.00,Rs 290.00
Lentinula Edodes,Kg,Rs 950.00,"Rs 1,000.00",Rs 975.00
