commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 70.00,Rs 80.00,Rs 75.00
Tomato Small(Local),KG,Rs 60.00,Rs 65.00,Rs 62.00
Tomato Small(Tunnel),KG,Rs 65.00,Rs 75.00,Rs 70.00
Potato Red,KG,Rs 98.00,Rs 100.00,Rs 99.00
Potato Red(Indian),KG,Rs 64.00,Rs 66.00,Rs 65.00
Onion Dry (Indian),KG,Rs 114.00,Rs 116.00,Rs 115.00
Carrot(Local),KG,Rs 110.00,Rs 120.00,Rs 115.00
Cabbage(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cauli Local,KG,Rs 75.00,Rs 80.00,Rs 78.00
Raddish White(Local),KG,Rs 30.00,Rs 35.00,Rs 33.00
Raddish White(Hybrid),KG,Rs 30.00,Rs 35.00,Rs 33.00
Brinjal Long,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brinjal Round,KG,Rs 60.00,Rs 70.00,Rs 65.00
Cow pea(Long),KG,Rs 95.00,Rs 100.00,Rs 98.00
French Bean(Local),KG,Rs 35.00,Rs 45.00,Rs 40.00
French Bean(Hybrid),KG,Rs 40.00,Rs 50.00,Rs 45.00
Soyabean Green,KG,Rs 95.00,Rs 100.00,Rs 98.00
Bitter Gourd,KG,Rs 45.00,Rs 55.00,Rs 50.00
Bottle Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pointed Gourd(Local),KG,Rs 75.00,Rs 80.00,Rs 78.00
Smooth Gourd,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pumpkin,KG,Rs 30.00,Rs 35.00,Rs 33.00
Squash(Round),KG,Rs 35.00,Rs 45.00,Rs 40.00
Okara,KG,Rs 75.00,Rs 80.00,Rs 78.00
Barela,KG,Rs 50.00,Rs 60.00,Rs 55.00
Arum,KG,Rs 45.00,Rs 50.00,Rs 48.00
Christophine,KG,Rs 15.00,Rs 20.00,Rs 18.00
Brd Leaf Mustard,KG,Rs 40.00,Rs 50.00,Rs 45.00
Spinach Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cress Leaf,KG,Rs 50.00,Rs 60.00,Rs 55.00
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,KG,Rs 140.00,Rs 150.00,Rs 145.00
Mushroom(Kanya),KG,Rs 130.00,Rs 140.00,Rs 135.00
Mushroom(Button),KG,Rs 390.00,Rs 400.00,Rs 395.00
Neuro,KG,Rs 90.00,Rs 100.00,Rs 95.00
Sugarbeet,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mint,KG,Rs 150.00,Rs 160.00,Rs 155.00
Turnip A,KG,Rs 60.00,Rs 70.00,Rs 65.00
Tamarind,KG,Rs 130.00,Rs 140.00,Rs 135.00
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tofu,KG,Rs 90.00,Rs 100.00,Rs 95.00
Gundruk,KG,Rs 290.00,Rs 300.00,Rs 295.00
Apple(Jholey),KG,Rs 140.00,Rs 150.00,Rs 145.00
Apple(Fuji),KG,Rs 290.00,Rs 300.00,Rs 295.00
Banana,Per Dozen,Rs 70.00,Rs 80.00,Rs 75.00
Orange(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Water Melon(Green),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Orange,KG,Rs 100.00,Rs 110.00,Rs 105.00
Pineapple,1 Pc,Rs 100.00,Rs 110.00,Rs 105.00
Cucumber(Local),KG,Rs 40.00,Rs 50.00,Rs 45.00
Cucumber(Hybrid),KG,Rs 25.00,Rs 30.00,Rs 28.00
Pear(Local),KG,Rs 30.00,Rs 35.00,Rs 33.00
Papaya(Indian),KG,Rs 80.00,Rs 90.00,Rs 85.00
Mombin,KG,Rs 25.00,Rs 30.00,Rs 28.00
Ginger,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Dry,KG,Rs 350.00,Rs 360.00,Rs 355.00
Chilli Green,KG,Rs 190.00,Rs 200.00,Rs 195.00
Chilli Green(Machhe),KG,Rs 100.00,Rs 110.00,Rs 105.00
Chilli Green(Akbare),KG,Rs 290.00,Rs 300.00,Rs 295.00
Capsicum,KG,Rs 190.00,Rs 200.00,Rs 195.00
Garlic Green,KG,Rs 250.00,Rs 260.00,Rs 255.00
Coriander Green,KG,Rs 290.00,Rs 300.00,Rs 295.00
Garlic Dry Chinese,KG,Rs 160.00,Rs 170.00,Rs 165.00
Garlic Dry Nepali,KG,Rs 230.00,Rs 240.00,Rs 235.00
Fish Fresh(Rahu),KG,Rs 250.00,Rs 260.00,Rs 255.00
Fish Fresh(Bachuwa),KG,Rs 250.00,Rs 260.00,Rs 255.00
Fish Fresh(Chhadi),KG,Rs 190.00,Rs 200.00,Rs 195.00
Fish Fresh(Mungari),KG,Rs 250.00,Rs 260.00,Rs 255.00
