commodities,unit,minimum,maximum,average

Tomato Big(Nepali),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Big(Indian),KG,Rs 50.00,Rs 60.00,Rs 55.00
Tomato Small(Local),KG,Rs 12.00,Rs 16.00,Rs 14.00
Tomato Small(Tunnel),KG,Rs 17.00,Rs 22.00,Rs 19.00
Potato Red,KG,Rs 52.00,Rs 55.00,Rs 53.50
Potato Red(Indian),KG,Rs 28.00,Rs 30.00,Rs 29.00
Potato Red(Mude),KG,Rs 45.00,Rs 48.00,Rs 46.50
Potato White,KG,Rs 40.00,Rs 41.00,Rs 40.50
Onion Dry (Indian),KG,Rs 45.00,Rs 48.00,Rs 46.50
Carrot(Local),KG,Rs 150.00,Rs 160.00,Rs 155.00
Cabbage(Local),KG,Rs 30.00,Rs 40.00,Rs 35.00
Cauli Local,KG,Rs 80.00,Rs 100.00,Rs 90.00
Raddish Red,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Local),KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Hybrid),KG,Rs 20.00,Rs 25.00,Rs 23.33
Brinjal Long,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cow pea(Long),KG,Rs 30.00,Rs 40.00,Rs 36.00
Cowpea(Short),KG,Rs 90.00,Rs 100.00,Rs 96.67
French Bean(Local),KG,Rs 50.00,Rs 60.00,Rs 56.67
French Bean(Hybrid),KG,Rs 50.00,Rs 60.00,Rs 56.67
Sword Bean,KG,Rs 150.00,Rs 160.00,Rs 156.67
Soyabean Green,KG,Rs 60.00,Rs 70.00,Rs 66.67
Bitter Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.00
Bottle Gourd,KG,Rs 30.00,Rs 35.00,Rs 32.50
Pointed Gourd(Local),KG,Rs 70.00,Rs 80.00,Rs 75.00
Pointed Gourd(Terai),KG,Rs 70.00,Rs 80.00,Rs 75.00
Snake Gourd,KG,Rs 18.00,Rs 20.00,Rs 19.33
Smooth Gourd,KG,Rs 20.00,Rs 25.00,Rs 23.00
Sponge Gourd,KG,Rs 40.00,Rs 45.00,Rs 42.50
Pumpkin,KG,Rs 35.00,Rs 40.00,Rs 38.33
Squash(Round),KG,Rs 40.00,Rs 50.00,Rs 46.67
Okara,KG,Rs 20.00,Rs 30.00,Rs 25.00
Arum,KG,Rs 50.00,Rs 60.00,Rs 56.67
Christophine,KG,Rs 20.00,Rs 25.00,Rs 22.50
Brd Leaf Mustard,KG,Rs 70.00,Rs 80.00,Rs 76.67
Spinach Leaf,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cress Leaf,KG,Rs 140.00,Rs 150.00,Rs 146.67
Mustard Leaf,KG,Rs 40.00,Rs 50.00,Rs 46.67
Fenugreek Leaf,KG,Rs 180.00,Rs 200.00,Rs 190.00
Onion Green,KG,Rs 110.00,Rs 120.00,Rs 113.33
Mushroom(Kanya),KG,Rs 200.00,Rs 220.00,Rs 210.00
Mushroom(Button),KG,Rs 390.00,Rs 410.00,Rs 400.00
Asparagus,KG,Rs 999.99,Rs 999.99,Rs 999.99
Neuro,KG,Rs 90.00,Rs 100.00,Rs 95.00
Brocauli,KG,Rs 160.00,Rs 180.00,Rs 170.00
Sugarbeet,KG,Rs 110.00,Rs 120.00,Rs 115.00
Red Cabbbage,KG,Rs 280.00,Rs 300.00,Rs 290.00
Lettuce,KG,Rs 70.00,Rs 80.00,Rs 76.67
Knolkhol,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,KG,Rs 320.00,Rs 350.00,Rs 335.00
Mint,KG,Rs 320.00,Rs 350.00,Rs 335.00
Turnip A,KG,Rs 70.00,Rs 80.00,Rs 76.67
Tamarind,KG,Rs 140.00,Rs 150.00,Rs 144.67
Bamboo Shoot,KG,Rs 90.00,Rs 100.00,Rs 93.33
Tofu,KG,Rs 90.00,Rs 100.00,Rs 93.33
Gundruk,KG,Rs 200.00,Rs 250.00,Rs 225.00
Apple(Fuji),KG,Rs 220.00,Rs 250.00,Rs 235.00
Banana,Per Dozen,Rs 100.00,Rs 110.00,Rs 105.00
Lime,KG,Rs 130.00,Rs 140.00,Rs 135.00
Pomegranate,KG,Rs 250.00,Rs 260.00,Rs 255.00
Water Melon(Green),KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Orange,KG,Rs 130.00,Rs 140.00,Rs 135.00
Pineapple,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Cucumber(Local),KG,Rs 50.00,Rs 60.00,Rs 55.00
Cucumber(Hybrid),KG,Rs 20.00,Rs 30.00,Rs 25.00
Jack Fruit,KG,Rs 30.00,Rs 40.00,Rs 35.00
Pear(Local),KG,Rs 40.00,Rs 50.00,Rs 46.67
Pear(Chinese),KG,Rs 220.00,Rs 230.00,Rs 225.00
Papaya(Indian),KG,Rs 70.00,Rs 80.00,Rs 75.00
Kiwi,KG,Rs 600.00,Rs 700.00,Rs 650.00
Ginger,KG,Rs 80.00,Rs 90.00,Rs 86.67
Chilli Dry,KG,Rs 300.00,Rs 320.00,Rs 306.00
Chilli Green,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Bullet),KG,Rs 90.00,Rs 100.00,Rs 95.00
Chilli Green(Machhe),KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Akbare),KG,Rs 280.00,Rs 300.00,Rs 290.00
Capsicum,KG,Rs 90.00,Rs 100.00,Rs 95.00
Garlic Green,KG,Rs 180.00,Rs 200.00,Rs 190.00
Coriander Green,KG,Rs 250.00,Rs 300.00,Rs 282.50
Garlic Dry Chinese,KG,Rs 200.00,Rs 210.00,Rs 208.00
Garlic Dry Nepali,KG,Rs 150.00,Rs 160.00,Rs 158.00
Clive Dry,KG,Rs 250.00,Rs 260.00,Rs 256.67
Clive Green,KG,Rs 150.00,Rs 180.00,Rs 165.00
Fish Fresh(Rahu),KG,Rs 270.00,Rs 280.00,Rs 275.00
Fish Fresh(Bachuwa),KG,Rs 225.00,Rs 235.00,Rs 230.00
Fish Fresh(Chhadi),KG,Rs 210.00,Rs 230.00,Rs 220.00
Fish Fresh(Mungari),KG,Rs 260.00,Rs 270.00,Rs 265.00
